date,platform,channel,campaign_name,ad_group,creative_type,target_audience,region,device,impressions,clicks,conversions,cost,revenue,ctr,cvr,cpc,cpa,roi
2025-03-31,腾讯广告,短视频,广告计划_037,广告组_085,短视频,新客,华南,iOS,4958,216,12,717.88,733.77,0.0436,0.0556,3.32,59.82,1.02
2025-02-21,巨量引擎,搜索,广告计划_048,广告组_068,直播切片,学生党,华东,iOS,5501,173,16,330.36,1937.98,0.0314,0.0925,1.91,20.65,5.87
2025-01-28,腾讯广告,开屏,广告计划_020,广告组_093,短视频,女性18-24,华南,Android,2592,89,9,413.62,940.29,0.0343,0.1011,4.65,45.96,2.27
2025-02-11,磁力引擎,信息流,广告计划_044,广告组_011,图文,老客,华南,iOS,3560,100,5,103.34,378.04,0.0281,0.05,1.03,20.67,3.66
2025-02-04,腾讯广告,开屏,广告计划_018,广告组_028,短视频,一线城市白领,华中,Android,4295,223,20,1589.87,1589.91,0.0519,0.0897,7.13,79.49,1.0
2025-03-07,巨量引擎,短视频,广告计划_034,广告组_086,短视频,新客,华北,Android,3849,198,30,335.73,1587.06,0.0514,0.1515,1.7,11.19,4.73
2025-02-09,巨量引擎,搜索,广告计划_014,广告组_039,短视频,一线城市白领,华东,iOS,6435,631,72,2342.04,7687.15,0.0981,0.1141,3.71,32.53,3.28
2025-01-28,巨量引擎,短视频,广告计划_032,广告组_096,短视频,女性18-24,华东,iOS,5526,404,98,3285.98,12652.41,0.0731,0.2426,8.13,33.53,3.85
2025-02-25,巨量引擎,搜索,广告计划_005,广告组_051,短视频,一线城市白领,华南,Android,5042,108,8,332.6,882.36,0.0214,0.0741,3.08,41.58,2.65
2025-01-06,腾讯广告,信息流,广告计划_037,广告组_052,短视频,新客,华北,Android,1127,28,4,70.07,291.64,0.0248,0.1429,2.5,17.52,4.16
2025-03-23,腾讯广告,短视频,广告计划_011,广告组_080,图文,男性25-34,华东,Android,3854,315,42,3292.66,3204.76,0.0817,0.1333,10.45,78.4,0.97
2025-02-28,磁力引擎,短视频,广告计划_028,广告组_076,图文,男性25-34,华东,iOS,2837,253,35,491.18,1910.14,0.0892,0.1383,1.94,14.03,3.89
2025-02-21,磁力引擎,信息流,广告计划_022,广告组_100,短视频,女性18-24,华北,iOS,1378,100,2,137.6,80.76,0.0726,0.02,1.38,68.8,0.59
2025-01-22,巨量引擎,信息流,广告计划_023,广告组_094,直播切片,一线城市白领,华南,Android,5843,148,22,567.47,3040.91,0.0253,0.1486,3.83,25.79,5.36
2025-03-24,巨量引擎,搜索,广告计划_012,广告组_078,图文,老客,华北,iOS,5712,233,24,1588.52,1544.61,0.0408,0.103,6.82,66.19,0.97
2025-01-20,磁力引擎,信息流,广告计划_049,广告组_073,图文,学生党,华中,Android,1363,56,4,198.58,163.77,0.0411,0.0714,3.55,49.64,0.82
2025-03-16,腾讯广告,短视频,广告计划_005,广告组_061,直播切片,女性18-24,华南,Android,4377,374,19,3481.91,1364.89,0.0854,0.0508,9.31,183.26,0.39
2025-02-26,磁力引擎,短视频,广告计划_033,广告组_010,短视频,一线城市白领,华东,Android,3032,162,20,984.76,1860.61,0.0534,0.1235,6.08,49.24,1.89
2025-02-09,腾讯广告,开屏,广告计划_005,广告组_083,图文,新客,华北,Android,2104,65,2,531.3,202.53,0.0309,0.0308,8.17,265.65,0.38
2025-01-12,磁力引擎,开屏,广告计划_029,广告组_074,短视频,一线城市白领,西南,iOS,1054,65,10,361.32,1058.37,0.0617,0.1538,5.56,36.13,2.93
2025-03-25,巨量引擎,短视频,广告计划_004,广告组_058,直播切片,男性25-34,西南,iOS,3867,95,12,312.98,995.51,0.0246,0.1263,3.29,26.08,3.18
2025-01-14,腾讯广告,信息流,广告计划_016,广告组_091,直播切片,学生党,华南,iOS,2422,61,2,213.33,81.54,0.0252,0.0328,3.5,106.66,0.38
2025-02-26,腾讯广告,搜索,广告计划_027,广告组_100,短视频,女性18-24,华北,Android,1409,118,19,365.09,2212.66,0.0837,0.161,3.09,19.22,6.06
2025-02-13,磁力引擎,信息流,广告计划_022,广告组_013,直播切片,学生党,华北,iOS,3203,132,17,492.52,779.63,0.0412,0.1288,3.73,28.97,1.58
2025-03-13,磁力引擎,开屏,广告计划_022,广告组_011,短视频,女性18-24,西南,iOS,1858,42,1,259.28,26.56,0.0226,0.0238,6.17,259.28,0.1
2025-03-16,磁力引擎,搜索,广告计划_039,广告组_091,短视频,女性18-24,华中,iOS,3952,180,16,1307.2,787.44,0.0455,0.0889,7.26,81.7,0.6
2025-01-11,腾讯广告,开屏,广告计划_042,广告组_086,直播切片,女性18-24,华南,iOS,2050,153,15,1520.76,525.11,0.0746,0.098,9.94,101.38,0.35
2025-02-24,磁力引擎,短视频,广告计划_014,广告组_044,图文,女性18-24,华北,iOS,2197,43,2,233.77,49.78,0.0196,0.0465,5.44,116.88,0.21
2025-03-04,巨量引擎,搜索,广告计划_007,广告组_065,图文,老客,华东,Android,1665,118,14,483.74,1061.71,0.0709,0.1186,4.1,34.55,2.19
2025-03-11,磁力引擎,信息流,广告计划_039,广告组_049,直播切片,女性18-24,西南,iOS,1734,105,13,419.44,355.13,0.0606,0.1238,3.99,32.26,0.85
2025-01-20,巨量引擎,搜索,广告计划_003,广告组_053,直播切片,一线城市白领,华南,Android,5679,487,84,1679.81,8396.99,0.0858,0.1725,3.45,20.0,5.0
2025-02-16,磁力引擎,搜索,广告计划_015,广告组_069,短视频,一线城市白领,华北,Android,2653,126,23,1095.32,2356.73,0.0475,0.1825,8.69,47.62,2.15
2025-01-31,腾讯广告,开屏,广告计划_030,广告组_099,图文,女性18-24,西南,Android,4440,190,9,1071.98,1009.11,0.0428,0.0474,5.64,119.11,0.94
2025-02-06,腾讯广告,开屏,广告计划_017,广告组_007,图文,老客,西南,iOS,4862,320,48,2398.9,5980.42,0.0658,0.15,7.5,49.98,2.49
2025-03-24,腾讯广告,短视频,广告计划_019,广告组_011,直播切片,新客,西南,iOS,4526,359,9,2878.01,187.89,0.0793,0.0251,8.02,319.78,0.07
2025-01-21,腾讯广告,开屏,广告计划_015,广告组_058,直播切片,老客,华中,iOS,1200,31,5,296.96,138.91,0.0258,0.1613,9.58,59.39,0.47
2025-02-14,巨量引擎,开屏,广告计划_016,广告组_050,图文,男性25-34,西南,Android,1856,39,1,63.57,68.39,0.021,0.0256,1.63,63.57,1.08
2025-01-11,腾讯广告,搜索,广告计划_010,广告组_018,图文,女性18-24,华东,Android,2300,163,25,1682.34,1356.15,0.0709,0.1534,10.32,67.29,0.81
2025-01-05,腾讯广告,开屏,广告计划_040,广告组_001,直播切片,老客,华中,Android,4361,242,44,994.86,3974.54,0.0555,0.1818,4.11,22.61,4.0
2025-01-11,巨量引擎,短视频,广告计划_008,广告组_100,图文,老客,西南,Android,1209,79,7,522.99,255.41,0.0653,0.0886,6.62,74.71,0.49
2025-02-06,巨量引擎,短视频,广告计划_041,广告组_080,图文,新客,华南,Android,6186,338,39,1150.73,3188.77,0.0546,0.1154,3.4,29.51,2.77
2025-02-28,巨量引擎,信息流,广告计划_041,广告组_066,短视频,一线城市白领,西南,iOS,6384,259,60,1064.63,5024.15,0.0406,0.2317,4.11,17.74,4.72
2025-03-15,巨量引擎,搜索,广告计划_016,广告组_074,短视频,男性25-34,华东,Android,1748,36,7,279.96,877.08,0.0206,0.1944,7.78,39.99,3.13
2025-02-23,巨量引擎,信息流,广告计划_025,广告组_061,直播切片,女性18-24,华东,iOS,5993,111,3,141.38,104.74,0.0185,0.027,1.27,47.13,0.74
2025-01-06,磁力引擎,开屏,广告计划_005,广告组_045,短视频,女性18-24,华东,Android,887,34,4,84.34,236.92,0.0383,0.1176,2.48,21.08,2.81
2025-01-31,磁力引擎,信息流,广告计划_003,广告组_046,直播切片,学生党,华北,iOS,1462,53,5,312.82,84.19,0.0363,0.0943,5.9,62.56,0.27
2025-03-11,腾讯广告,搜索,广告计划_009,广告组_009,直播切片,男性25-34,华中,iOS,4300,254,18,1207.04,741.47,0.0591,0.0709,4.75,67.06,0.61
2025-02-28,巨量引擎,短视频,广告计划_021,广告组_040,图文,新客,华南,iOS,1600,28,4,129.06,231.39,0.0175,0.1429,4.61,32.26,1.79
2025-03-07,腾讯广告,开屏,广告计划_023,广告组_100,短视频,新客,华南,Android,1763,50,8,387.7,197.96,0.0284,0.16,7.75,48.46,0.51
2025-01-07,磁力引擎,短视频,广告计划_026,广告组_096,短视频,新客,华北,Android,1365,113,17,465.97,1120.07,0.0828,0.1504,4.12,27.41,2.4
2025-02-26,腾讯广告,短视频,广告计划_034,广告组_035,图文,男性25-34,华中,Android,1684,153,5,229.83,277.44,0.0909,0.0327,1.5,45.97,1.21
2025-01-11,磁力引擎,开屏,广告计划_035,广告组_038,图文,男性25-34,西南,iOS,1475,33,3,106.52,69.62,0.0224,0.0909,3.23,35.51,0.65
2025-02-11,巨量引擎,信息流,广告计划_029,广告组_078,短视频,学生党,华北,Android,1983,136,27,1083.01,1021.63,0.0686,0.1985,7.96,40.11,0.94
2025-02-24,巨量引擎,开屏,广告计划_040,广告组_056,短视频,男性25-34,华东,Android,4245,220,36,419.77,4022.7,0.0518,0.1636,1.91,11.66,9.58
2025-02-05,磁力引擎,信息流,广告计划_033,广告组_096,图文,学生党,华中,Android,4138,229,24,216.62,2175.83,0.0553,0.1048,0.95,9.03,10.04
2025-03-28,巨量引擎,信息流,广告计划_009,广告组_009,图文,一线城市白领,华中,iOS,2834,56,9,164.04,375.15,0.0198,0.1607,2.93,18.23,2.29
2025-01-31,磁力引擎,短视频,广告计划_039,广告组_020,短视频,男性25-34,西南,iOS,1715,152,25,1077.26,1924.29,0.0886,0.1645,7.09,43.09,1.79
2025-03-28,腾讯广告,短视频,广告计划_034,广告组_047,短视频,男性25-34,华东,iOS,2218,60,6,297.95,262.06,0.0271,0.1,4.97,49.66,0.88
2025-02-20,腾讯广告,短视频,广告计划_032,广告组_067,图文,新客,华东,iOS,4772,114,9,1695.36,238.14,0.0239,0.0789,14.87,188.37,0.14
2025-02-19,磁力引擎,信息流,广告计划_040,广告组_037,短视频,女性18-24,华中,iOS,1355,27,5,114.56,336.89,0.0199,0.1852,4.24,22.91,2.94
2025-03-30,腾讯广告,搜索,广告计划_012,广告组_092,图文,老客,华东,Android,3196,366,49,3056.4,4327.86,0.1145,0.1339,8.35,62.38,1.42
2025-02-26,巨量引擎,短视频,广告计划_020,广告组_021,直播切片,女性18-24,华东,Android,3634,128,26,921.04,2700.69,0.0352,0.2031,7.2,35.42,2.93
2025-03-31,磁力引擎,搜索,广告计划_013,广告组_018,短视频,一线城市白领,华南,iOS,2128,105,7,956.39,221.58,0.0493,0.0667,9.11,136.63,0.23
2025-01-31,腾讯广告,信息流,广告计划_030,广告组_071,短视频,一线城市白领,西南,Android,4538,333,20,2854.05,2341.98,0.0734,0.0601,8.57,142.7,0.82
2025-01-17,磁力引擎,信息流,广告计划_034,广告组_053,图文,女性18-24,华中,Android,2991,110,13,193.79,1310.12,0.0368,0.1182,1.76,14.91,6.76
2025-02-22,磁力引擎,信息流,广告计划_030,广告组_088,图文,女性18-24,华东,Android,1179,56,1,144.48,80.88,0.0475,0.0179,2.58,144.48,0.56
2025-03-08,腾讯广告,搜索,广告计划_050,广告组_017,直播切片,学生党,西南,iOS,1936,65,2,369.84,36.55,0.0336,0.0308,5.69,184.92,0.1
2025-02-25,磁力引擎,信息流,广告计划_011,广告组_021,图文,一线城市白领,华南,Android,1535,33,4,139.5,481.48,0.0215,0.1212,4.23,34.88,3.45
2025-02-11,磁力引擎,搜索,广告计划_017,广告组_026,短视频,一线城市白领,华北,iOS,3996,218,13,1649.25,1330.44,0.0546,0.0596,7.57,126.87,0.81
2025-03-23,磁力引擎,短视频,广告计划_033,广告组_083,图文,学生党,华北,iOS,2283,170,22,363.15,1768.74,0.0745,0.1294,2.14,16.51,4.87
2025-01-22,磁力引擎,搜索,广告计划_037,广告组_006,图文,学生党,西南,Android,1432,72,6,91.48,532.34,0.0503,0.0833,1.27,15.25,5.82
2025-01-04,巨量引擎,信息流,广告计划_050,广告组_074,直播切片,一线城市白领,华北,iOS,1931,143,26,268.2,3151.73,0.0741,0.1818,1.88,10.32,11.75
2025-02-23,磁力引擎,信息流,广告计划_042,广告组_039,短视频,学生党,西南,Android,703,11,0,42.75,0.0,0.0156,0.0,3.89,0.0,0.0
2025-03-03,巨量引擎,开屏,广告计划_011,广告组_057,短视频,男性25-34,华东,iOS,5731,117,13,960.21,432.14,0.0204,0.1111,8.21,73.86,0.45
2025-02-23,腾讯广告,开屏,广告计划_021,广告组_092,图文,女性18-24,西南,iOS,838,40,6,152.84,652.05,0.0477,0.15,3.82,25.47,4.27
2025-02-10,磁力引擎,短视频,广告计划_021,广告组_031,短视频,老客,华北,iOS,3361,222,20,1814.92,789.88,0.0661,0.0901,8.18,90.75,0.44
2025-03-01,巨量引擎,短视频,广告计划_004,广告组_038,短视频,老客,华南,iOS,2324,193,28,1237.53,2300.74,0.083,0.1451,6.41,44.2,1.86
2025-02-19,磁力引擎,开屏,广告计划_013,广告组_098,图文,老客,华北,Android,4048,213,32,429.9,3845.24,0.0526,0.1502,2.02,13.43,8.94
2025-01-21,腾讯广告,开屏,广告计划_006,广告组_051,短视频,女性18-24,华中,iOS,1591,60,12,327.14,1464.91,0.0377,0.2,5.45,27.26,4.48
2025-03-06,腾讯广告,搜索,广告计划_004,广告组_037,图文,一线城市白领,华北,iOS,1784,197,29,2026.74,3310.13,0.1104,0.1472,10.29,69.89,1.63
2025-03-05,磁力引擎,开屏,广告计划_028,广告组_018,短视频,一线城市白领,华东,iOS,1495,43,8,324.59,319.16,0.0288,0.186,7.55,40.57,0.98
2025-02-03,磁力引擎,短视频,广告计划_004,广告组_073,短视频,女性18-24,华东,Android,1127,60,2,101.06,175.34,0.0532,0.0333,1.68,50.53,1.74
2025-03-13,巨量引擎,短视频,广告计划_033,广告组_058,直播切片,女性18-24,华东,Android,3331,186,13,400.6,1339.44,0.0558,0.0699,2.15,30.82,3.34
2025-03-12,腾讯广告,信息流,广告计划_022,广告组_072,图文,新客,华中,Android,916,56,3,530.03,89.67,0.0611,0.0536,9.46,176.68,0.17
2025-02-16,巨量引擎,搜索,广告计划_003,广告组_005,直播切片,一线城市白领,华中,iOS,6058,153,16,878.99,1619.24,0.0253,0.1046,5.75,54.94,1.84
2025-01-18,磁力引擎,短视频,广告计划_039,广告组_066,短视频,一线城市白领,华中,iOS,2011,133,23,1089.15,2637.16,0.0661,0.1729,8.19,47.35,2.42
2025-01-18,腾讯广告,短视频,广告计划_038,广告组_044,图文,男性25-34,西南,Android,1578,96,3,322.21,338.2,0.0608,0.0312,3.36,107.4,1.05
2025-03-06,磁力引擎,开屏,广告计划_002,广告组_048,直播切片,一线城市白领,华北,Android,1182,46,2,136.26,201.99,0.0389,0.0435,2.96,68.13,1.48
2025-02-12,磁力引擎,信息流,广告计划_039,广告组_061,短视频,一线城市白领,华北,iOS,680,33,6,44.72,636.22,0.0485,0.1818,1.36,7.45,14.23
2025-02-03,磁力引擎,搜索,广告计划_011,广告组_068,直播切片,新客,西南,Android,1459,70,10,176.89,723.49,0.048,0.1429,2.53,17.69,4.09
2025-03-22,磁力引擎,开屏,广告计划_037,广告组_090,图文,学生党,华南,iOS,3264,49,4,364.41,107.38,0.015,0.0816,7.44,91.1,0.29
2025-01-15,巨量引擎,信息流,广告计划_027,广告组_089,短视频,女性18-24,华中,iOS,1864,30,7,38.04,627.88,0.0161,0.2333,1.27,5.43,16.51
2025-01-27,腾讯广告,开屏,广告计划_034,广告组_027,直播切片,学生党,华东,iOS,1515,106,14,902.9,660.07,0.07,0.1321,8.52,64.49,0.73
2025-03-13,腾讯广告,开屏,广告计划_030,广告组_069,直播切片,男性25-34,华北,iOS,1050,47,6,291.26,454.56,0.0448,0.1277,6.2,48.54,1.56
2025-02-13,磁力引擎,短视频,广告计划_013,广告组_032,直播切片,学生党,华北,Android,697,35,4,159.05,308.54,0.0502,0.1143,4.54,39.76,1.94
2025-02-05,磁力引擎,短视频,广告计划_045,广告组_091,图文,女性18-24,华北,iOS,2493,164,14,917.66,733.22,0.0658,0.0854,5.6,65.55,0.8
2025-03-04,腾讯广告,开屏,广告计划_008,广告组_074,短视频,一线城市白领,华北,Android,1549,55,3,428.06,281.44,0.0355,0.0545,7.78,142.69,0.66
2025-03-28,磁力引擎,开屏,广告计划_003,广告组_037,短视频,女性18-24,华南,Android,940,20,0,99.06,0.0,0.0213,0.0,4.95,0.0,0.0
2025-01-11,腾讯广告,开屏,广告计划_013,广告组_069,直播切片,女性18-24,华中,iOS,1111,85,12,246.4,1103.81,0.0765,0.1412,2.9,20.53,4.48
2025-02-04,磁力引擎,短视频,广告计划_016,广告组_007,图文,新客,西南,iOS,979,78,2,643.63,99.78,0.0797,0.0256,8.25,321.82,0.16
2025-03-27,磁力引擎,搜索,广告计划_027,广告组_043,直播切片,老客,华东,iOS,2440,140,14,590.5,1870.55,0.0574,0.1,4.22,42.18,3.17
2025-03-02,巨量引擎,搜索,广告计划_042,广告组_061,图文,一线城市白领,华南,Android,3265,202,25,255.44,1883.32,0.0619,0.1238,1.26,10.22,7.37
2025-03-03,磁力引擎,搜索,广告计划_050,广告组_012,短视频,女性18-24,华北,iOS,3919,379,73,1766.6,3446.03,0.0967,0.1926,4.66,24.2,1.95
2025-03-25,磁力引擎,搜索,广告计划_027,广告组_023,直播切片,学生党,华东,iOS,1864,84,6,363.71,330.78,0.0451,0.0714,4.33,60.62,0.91
2025-01-05,腾讯广告,开屏,广告计划_001,广告组_039,图文,学生党,华北,iOS,3758,111,13,534.89,911.07,0.0295,0.1171,4.82,41.15,1.7
2025-03-14,磁力引擎,信息流,广告计划_009,广告组_065,短视频,女性18-24,华中,Android,3543,107,22,202.52,2296.45,0.0302,0.2056,1.89,9.21,11.34
2025-03-01,腾讯广告,搜索,广告计划_042,广告组_033,图文,女性18-24,华南,Android,3852,259,9,1443.72,745.74,0.0672,0.0347,5.57,160.41,0.52
2025-01-24,巨量引擎,短视频,广告计划_040,广告组_082,短视频,一线城市白领,华南,iOS,4001,167,27,392.3,2018.84,0.0417,0.1617,2.35,14.53,5.15
2025-02-21,腾讯广告,短视频,广告计划_009,广告组_062,图文,男性25-34,华东,iOS,2840,153,21,188.68,1572.88,0.0539,0.1373,1.23,8.98,8.34
2025-02-11,巨量引擎,信息流,广告计划_049,广告组_035,短视频,男性25-34,华南,Android,6269,242,17,602.5,2026.54,0.0386,0.0702,2.49,35.44,3.36
2025-02-12,腾讯广告,信息流,广告计划_004,广告组_086,短视频,学生党,华北,iOS,1429,42,4,175.62,359.7,0.0294,0.0952,4.18,43.9,2.05
2025-01-16,腾讯广告,短视频,广告计划_045,广告组_016,图文,男性25-34,西南,Android,2080,121,12,1218.63,515.88,0.0582,0.0992,10.07,101.55,0.42
2025-03-23,腾讯广告,短视频,广告计划_031,广告组_020,直播切片,老客,华南,iOS,2107,48,9,381.79,721.01,0.0228,0.1875,7.95,42.42,1.89
2025-02-28,磁力引擎,短视频,广告计划_049,广告组_069,短视频,学生党,西南,Android,3712,259,24,1800.6,1506.58,0.0698,0.0927,6.95,75.02,0.84
2025-03-27,巨量引擎,搜索,广告计划_034,广告组_091,直播切片,一线城市白领,华东,Android,2696,77,6,116.56,554.96,0.0286,0.0779,1.51,19.43,4.76
2025-02-16,巨量引擎,信息流,广告计划_037,广告组_069,图文,一线城市白领,西南,iOS,2395,41,5,107.06,240.36,0.0171,0.122,2.61,21.41,2.25
2025-01-20,巨量引擎,短视频,广告计划_046,广告组_075,直播切片,男性25-34,华东,iOS,2350,136,20,591.52,1495.77,0.0579,0.1471,4.35,29.58,2.53
2025-03-04,巨量引擎,开屏,广告计划_030,广告组_073,图文,男性25-34,华南,Android,1202,74,8,521.63,576.17,0.0616,0.1081,7.05,65.2,1.1
2025-01-08,磁力引擎,开屏,广告计划_017,广告组_001,直播切片,女性18-24,华东,Android,3441,109,12,167.29,395.27,0.0317,0.1101,1.53,13.94,2.36
2025-01-28,磁力引擎,信息流,广告计划_035,广告组_008,图文,男性25-34,华北,iOS,2353,66,6,499.32,158.71,0.028,0.0909,7.57,83.22,0.32
2025-01-09,腾讯广告,信息流,广告计划_050,广告组_083,短视频,男性25-34,华南,iOS,2599,75,5,751.95,216.27,0.0289,0.0667,10.03,150.39,0.29
2025-03-24,腾讯广告,短视频,广告计划_006,广告组_088,短视频,男性25-34,华中,Android,3274,257,30,1780.5,3046.38,0.0785,0.1167,6.93,59.35,1.71
2025-03-26,磁力引擎,搜索,广告计划_035,广告组_051,直播切片,女性18-24,华东,iOS,4039,92,16,644.37,1388.4,0.0228,0.1739,7.0,40.27,2.15
2025-03-09,巨量引擎,搜索,广告计划_044,广告组_093,图文,新客,华北,Android,5101,381,34,1576.26,1209.36,0.0747,0.0892,4.14,46.36,0.77
2025-03-11,腾讯广告,开屏,广告计划_010,广告组_036,图文,老客,华中,Android,1503,26,5,116.37,635.76,0.0173,0.1923,4.48,23.27,5.46
2025-01-25,磁力引擎,信息流,广告计划_016,广告组_027,图文,学生党,华中,iOS,2917,60,3,92.47,211.27,0.0206,0.05,1.54,30.82,2.28
2025-01-09,巨量引擎,信息流,广告计划_048,广告组_006,短视频,一线城市白领,华东,iOS,5164,177,32,1264.81,3895.33,0.0343,0.1808,7.15,39.53,3.08
2025-02-21,腾讯广告,搜索,广告计划_033,广告组_038,直播切片,老客,华东,iOS,1800,99,23,562.11,1357.07,0.055,0.2323,5.68,24.44,2.41
